co_natureza_juridica,ds_natureza_juridica,co_organizacao_n1,ds_organizacao_n1,co_organizacao_n2,ds_organizacao_n2,co_organizacao_n3,ds_organizacao_n3,co_organizacao_n4,ds_organizacao_n4,co_organizacao_n5,ds_organizacao_n5,co_organizacao_n6,ds_organizacao_n6,an_lanc,me_lanc,in_area_atuacao,ds_area_atuacao,in_escolaridade,ds_escolaridade,in_faixa_etaria,ds_faixa_etaria,in_sexo,in_forca_trabalho,va_custo_de_pessoal
-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,2015,2,-7,NAO DISPONIVEL,3,1O GR INC - 1A A 4A SER INC,10,56 A 60 ANOS,M,3,7251.94
-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,2015,3,-7,NAO DISPONIVEL,3,1O GR INC - 1A A 4A SER INC,10,56 A 60 ANOS,F,3,1779.78
-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,2015,3,-7,NAO DISPONIVEL,3,1O GR INC - 1A A 4A SER INC,10,56 A 60 ANOS,M,3,7397.54
-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,2015,4,-7,NAO DISPONIVEL,3,1O GR INC - 1A A 4A SER INC,10,56 A 60 ANOS,F,3,3048.67
-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,2015,4,-7,NAO DISPONIVEL,3,1O GR INC - 1A A 4A SER INC,10,56 A 60 ANOS,M,3,7380.79
-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,2015,5,-7,NAO DISPONIVEL,3,1O GR INC - 1A A 4A SER INC,10,56 A 60 ANOS,F,3,3048.67
-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,2015,5,-7,NAO DISPONIVEL,3,1O GR INC - 1A A 4A SER INC,10,56 A 60 ANOS,M,3,7309.14
-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,2015,6,-7,NAO DISPONIVEL,3,1O GR INC - 1A A 4A SER INC,10,56 A 60 ANOS,F,3,3048.67
-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,2015,5,-7,NAO DISPONIVEL,5,1O GR INC - 5A A 8A SER INC,3,19 A 25 ANOS,F,9,38422.28
-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,2015,5,-7,NAO DISPONIVEL,5,1O GR INC - 5A A 8A SER INC,3,19 A 25 ANOS,M,36,112654.78
-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,2015,6,-7,NAO DISPONIVEL,5,1O GR INC - 5A A 8A SER INC,3,19 A 25 ANOS,F,8,36975.28
-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,2015,6,-7,NAO DISPONIVEL,5,1O GR INC - 5A A 8A SER INC,3,19 A 25 ANOS,M,50,134909.62
-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,2015,7,-7,NAO DISPONIVEL,5,1O GR INC - 5A A 8A SER INC,3,19 A 25 ANOS,F,7,30004.58
-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,2015,7,-7,NAO DISPONIVEL,5,1O GR INC - 5A A 8A SER INC,3,19 A 25 ANOS,M,52,132251.26
-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,2015,8,-7,NAO DISPONIVEL,5,1O GR INC - 5A A 8A SER INC,3,19 A 25 ANOS,F,5,24680.14
-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,2015,8,-7,NAO DISPONIVEL,5,1O GR INC - 5A A 8A SER INC,3,19 A 25 ANOS,M,57,126326.98
-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,2015,9,-7,NAO DISPONIVEL,5,1O GR INC - 5A A 8A SER INC,3,19 A 25 ANOS,F,4,21819.39
-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,2015,9,-7,NAO DISPONIVEL,5,1O GR INC - 5A A 8A SER INC,3,19 A 25 ANOS,M,56,125366.04
-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,2015,10,-7,NAO DISPONIVEL,5,1O GR INC - 5A A 8A SER INC,3,19 A 25 ANOS,F,3,12936.86
-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,2015,10,-7,NAO DISPONIVEL,5,1O GR INC - 5A A 8A SER INC,3,19 A 25 ANOS,M,54,133647.32
-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,2015,11,-7,NAO DISPONIVEL,5,1O GR INC - 5A A 8A SER INC,3,19 A 25 ANOS,F,3,13590.2
-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,2015,11,-7,NAO DISPONIVEL,5,1O GR INC - 5A A 8A SER INC,3,19 A 25 ANOS,M,47,86846.21
-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,2015,12,-7,NAO DISPONIVEL,5,1O GR INC - 5A A 8A SER INC,3,19 A 25 ANOS,F,3,20010.59
-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,2015,12,-7,NAO DISPONIVEL,5,1O GR INC - 5A A 8A SER INC,3,19 A 25 ANOS,M,28,71593.52
-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,2015,1,-7,NAO DISPONIVEL,5,1O GR INC - 5A A 8A SER INC,4,26 A 30 ANOS,F,2,4051.11
