co_natureza_juridica,ds_natureza_juridica,co_organizacao_n1,ds_organizacao_n1,co_organizacao_n2,ds_organizacao_n2,co_organizacao_n3,ds_organizacao_n3,an_lanc,me_lanc,va_custo_pessoal_inativo
4,AUTARQUIA,244,MINISTERIO DA EDUCACAO,422,UNIVERSIDADE FEDERAL DE GOIAS,201654,PRO-REITORIA DE PESQUISA E INOVACAO,2019,1,4139.48
4,AUTARQUIA,244,MINISTERIO DA EDUCACAO,422,UNIVERSIDADE FEDERAL DE GOIAS,201654,PRO-REITORIA DE PESQUISA E INOVACAO,2019,5,4139.48
4,AUTARQUIA,244,MINISTERIO DA EDUCACAO,422,UNIVERSIDADE FEDERAL DE GOIAS,201654,PRO-REITORIA DE PESQUISA E INOVACAO,2019,11,4139.48
4,AUTARQUIA,244,MINISTERIO DA EDUCACAO,422,UNIVERSIDADE FEDERAL DE GOIAS,201654,PRO-REITORIA DE PESQUISA E INOVACAO,2019,6,4139.48
4,AUTARQUIA,244,MINISTERIO DA EDUCACAO,422,UNIVERSIDADE FEDERAL DE GOIAS,201654,PRO-REITORIA DE PESQUISA E INOVACAO,2019,3,4139.48
4,AUTARQUIA,244,MINISTERIO DA EDUCACAO,422,UNIVERSIDADE FEDERAL DE GOIAS,201654,PRO-REITORIA DE PESQUISA E INOVACAO,2019,4,4139.48
4,AUTARQUIA,244,MINISTERIO DA EDUCACAO,422,UNIVERSIDADE FEDERAL DE GOIAS,201654,PRO-REITORIA DE PESQUISA E INOVACAO,2019,12,4139.48
3,ADMINISTRACAO DIRETA,235881,MINISTERIO DA JUSTICA E SEGURANCA PUBLICA,704,POLICIA RODOVIARIA FEDERAL,245967,SUPERINTENDENCIA DA POLICIA RODOVIARIA FEDERAL EM SAO PAULO,2019,9,4767645.52
3,ADMINISTRACAO DIRETA,235881,MINISTERIO DA JUSTICA E SEGURANCA PUBLICA,704,POLICIA RODOVIARIA FEDERAL,245967,SUPERINTENDENCIA DA POLICIA RODOVIARIA FEDERAL EM SAO PAULO,2019,8,4767645.52
3,ADMINISTRACAO DIRETA,235881,MINISTERIO DA JUSTICA E SEGURANCA PUBLICA,704,POLICIA RODOVIARIA FEDERAL,245967,SUPERINTENDENCIA DA POLICIA RODOVIARIA FEDERAL EM SAO PAULO,2019,4,4712455.43
3,ADMINISTRACAO DIRETA,235881,MINISTERIO DA JUSTICA E SEGURANCA PUBLICA,704,POLICIA RODOVIARIA FEDERAL,245967,SUPERINTENDENCIA DA POLICIA RODOVIARIA FEDERAL EM SAO PAULO,2019,1,4603560.5
3,ADMINISTRACAO DIRETA,235881,MINISTERIO DA JUSTICA E SEGURANCA PUBLICA,704,POLICIA RODOVIARIA FEDERAL,245967,SUPERINTENDENCIA DA POLICIA RODOVIARIA FEDERAL EM SAO PAULO,2019,12,4985462.79
4,AUTARQUIA,244,MINISTERIO DA EDUCACAO,431,UNIVERSIDADE FEDERAL DE SANTA MARIA,-9,NAO SE APLICA,2020,12,4212426.26
4,AUTARQUIA,244,MINISTERIO DA EDUCACAO,431,UNIVERSIDADE FEDERAL DE SANTA MARIA,-9,NAO SE APLICA,2020,7,4064787.31
4,AUTARQUIA,244,MINISTERIO DA EDUCACAO,431,UNIVERSIDADE FEDERAL DE SANTA MARIA,-9,NAO SE APLICA,2020,8,4101850.25
4,AUTARQUIA,244,MINISTERIO DA EDUCACAO,431,UNIVERSIDADE FEDERAL DE SANTA MARIA,-9,NAO SE APLICA,2020,6,4071281.8
4,AUTARQUIA,244,MINISTERIO DA EDUCACAO,431,UNIVERSIDADE FEDERAL DE SANTA MARIA,-9,NAO SE APLICA,2020,4,4054647.3
4,AUTARQUIA,244,MINISTERIO DA EDUCACAO,431,UNIVERSIDADE FEDERAL DE SANTA MARIA,-9,NAO SE APLICA,2020,1,4000675.49
4,AUTARQUIA,244,MINISTERIO DA EDUCACAO,431,UNIVERSIDADE FEDERAL DE SANTA MARIA,-9,NAO SE APLICA,2020,9,31598307.12
4,AUTARQUIA,244,MINISTERIO DA EDUCACAO,431,UNIVERSIDADE FEDERAL DE SANTA MARIA,-9,NAO SE APLICA,2020,10,4134263.19
4,AUTARQUIA,244,MINISTERIO DA EDUCACAO,431,UNIVERSIDADE FEDERAL DE SANTA MARIA,-9,NAO SE APLICA,2020,5,4040326.65
4,AUTARQUIA,244,MINISTERIO DA EDUCACAO,431,UNIVERSIDADE FEDERAL DE SANTA MARIA,-9,NAO SE APLICA,2020,11,4178889.22
4,AUTARQUIA,244,MINISTERIO DA EDUCACAO,430,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,-9,NAO SE APLICA,2020,6,47161735.33
4,AUTARQUIA,244,MINISTERIO DA EDUCACAO,430,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,-9,NAO SE APLICA,2020,4,47112318.72
4,AUTARQUIA,244,MINISTERIO DA EDUCACAO,430,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,-9,NAO SE APLICA,2020,9,46596973.49
4,AUTARQUIA,244,MINISTERIO DA EDUCACAO,430,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,-9,NAO SE APLICA,2020,12,46863870.22
4,AUTARQUIA,244,MINISTERIO DA EDUCACAO,430,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,-9,NAO SE APLICA,2020,5,47113781.09
4,AUTARQUIA,244,MINISTERIO DA EDUCACAO,430,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,-9,NAO SE APLICA,2020,11,47031397.49
4,AUTARQUIA,244,MINISTERIO DA EDUCACAO,430,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,-9,NAO SE APLICA,2020,1,47296928.94
4,AUTARQUIA,244,MINISTERIO DA EDUCACAO,430,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,-9,NAO SE APLICA,2020,7,46841737.95
4,AUTARQUIA,244,MINISTERIO DA EDUCACAO,430,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,-9,NAO SE APLICA,2020,3,47227699.23
4,AUTARQUIA,244,MINISTERIO DA EDUCACAO,430,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,-9,NAO SE APLICA,2020,8,46735806.04
4,AUTARQUIA,244,MINISTERIO DA EDUCACAO,430,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,-9,NAO SE APLICA,2020,2,47191799.95
4,AUTARQUIA,244,MINISTERIO DA EDUCACAO,430,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,-9,NAO SE APLICA,2020,10,47074164.91
4,AUTARQUIA,244,MINISTERIO DA EDUCACAO,429,UNIVERSIDADE FEDERAL DE SANTA CATARINA,-9,NAO SE APLICA,2020,6,45212441.65
4,AUTARQUIA,244,MINISTERIO DA EDUCACAO,429,UNIVERSIDADE FEDERAL DE SANTA CATARINA,-9,NAO SE APLICA,2020,2,39526238.26
4,AUTARQUIA,244,MINISTERIO DA EDUCACAO,429,UNIVERSIDADE FEDERAL DE SANTA CATARINA,-9,NAO SE APLICA,2020,12,46089293.89
4,AUTARQUIA,244,MINISTERIO DA EDUCACAO,429,UNIVERSIDADE FEDERAL DE SANTA CATARINA,-9,NAO SE APLICA,2020,11,46051905.07
4,AUTARQUIA,244,MINISTERIO DA EDUCACAO,429,UNIVERSIDADE FEDERAL DE SANTA CATARINA,-9,NAO SE APLICA,2020,8,46026754.2
4,AUTARQUIA,244,MINISTERIO DA EDUCACAO,429,UNIVERSIDADE FEDERAL DE SANTA CATARINA,-9,NAO SE APLICA,2020,9,46109078.99
2,FUNDACAO PUBLICA,235881,MINISTERIO DA JUSTICA E SEGURANCA PUBLICA,173,FUNDACAO NACIONAL DO INDIO,119833,COORDENACAO REGIONAL PASSO FUNDO-RS,2019,12,118424.86
2,FUNDACAO PUBLICA,235881,MINISTERIO DA JUSTICA E SEGURANCA PUBLICA,173,FUNDACAO NACIONAL DO INDIO,119833,COORDENACAO REGIONAL PASSO FUNDO-RS,2019,11,116617.23
2,FUNDACAO PUBLICA,235881,MINISTERIO DA JUSTICA E SEGURANCA PUBLICA,173,FUNDACAO NACIONAL DO INDIO,119833,COORDENACAO REGIONAL PASSO FUNDO-RS,2019,10,111261.84
3,ADMINISTRACAO DIRETA,41066,MINISTERIO DA DEFESA,36,ESCOLA SUPERIOR DE GUERRA,120588,CAMPUS RIO DE JANEIRO,2015,1,234176.16
3,ADMINISTRACAO DIRETA,41066,MINISTERIO DA DEFESA,36,ESCOLA SUPERIOR DE GUERRA,120588,CAMPUS RIO DE JANEIRO,2015,8,226895.68
3,ADMINISTRACAO DIRETA,41066,MINISTERIO DA DEFESA,36,ESCOLA SUPERIOR DE GUERRA,120588,CAMPUS RIO DE JANEIRO,2015,12,222254.97
3,ADMINISTRACAO DIRETA,41066,MINISTERIO DA DEFESA,36,ESCOLA SUPERIOR DE GUERRA,120588,CAMPUS RIO DE JANEIRO,2015,3,230583.08
3,ADMINISTRACAO DIRETA,41066,MINISTERIO DA DEFESA,36,ESCOLA SUPERIOR DE GUERRA,120588,CAMPUS RIO DE JANEIRO,2015,10,222254.97
3,ADMINISTRACAO DIRETA,41066,MINISTERIO DA DEFESA,36,ESCOLA SUPERIOR DE GUERRA,120588,CAMPUS RIO DE JANEIRO,2015,7,226895.68
3,ADMINISTRACAO DIRETA,41066,MINISTERIO DA DEFESA,36,ESCOLA SUPERIOR DE GUERRA,120588,CAMPUS RIO DE JANEIRO,2015,11,222254.97
3,ADMINISTRACAO DIRETA,41066,MINISTERIO DA DEFESA,36,ESCOLA SUPERIOR DE GUERRA,120588,CAMPUS RIO DE JANEIRO,2015,5,230583.08
3,ADMINISTRACAO DIRETA,41066,MINISTERIO DA DEFESA,36,ESCOLA SUPERIOR DE GUERRA,120588,CAMPUS RIO DE JANEIRO,2015,2,230583.08
3,ADMINISTRACAO DIRETA,41066,MINISTERIO DA DEFESA,36,ESCOLA SUPERIOR DE GUERRA,120588,CAMPUS RIO DE JANEIRO,2015,9,226895.68
3,ADMINISTRACAO DIRETA,41066,MINISTERIO DA DEFESA,36,ESCOLA SUPERIOR DE GUERRA,120588,CAMPUS RIO DE JANEIRO,2015,6,226895.68
3,ADMINISTRACAO DIRETA,41066,MINISTERIO DA DEFESA,36,ESCOLA SUPERIOR DE GUERRA,120588,CAMPUS RIO DE JANEIRO,2015,4,230583.08
3,ADMINISTRACAO DIRETA,41066,MINISTERIO DA DEFESA,36,ESCOLA SUPERIOR DE GUERRA,120588,CAMPUS RIO DE JANEIRO,2016,11,227505.88
3,ADMINISTRACAO DIRETA,41066,MINISTERIO DA DEFESA,36,ESCOLA SUPERIOR DE GUERRA,120588,CAMPUS RIO DE JANEIRO,2016,7,215387.32
3,ADMINISTRACAO DIRETA,41066,MINISTERIO DA DEFESA,36,ESCOLA SUPERIOR DE GUERRA,120588,CAMPUS RIO DE JANEIRO,2016,1,219892.95
3,ADMINISTRACAO DIRETA,41066,MINISTERIO DA DEFESA,36,ESCOLA SUPERIOR DE GUERRA,120588,CAMPUS RIO DE JANEIRO,2016,4,219892.95
3,ADMINISTRACAO DIRETA,41066,MINISTERIO DA DEFESA,36,ESCOLA SUPERIOR DE GUERRA,120588,CAMPUS RIO DE JANEIRO,2016,9,217344.84
3,ADMINISTRACAO DIRETA,41066,MINISTERIO DA DEFESA,36,ESCOLA SUPERIOR DE GUERRA,120588,CAMPUS RIO DE JANEIRO,2016,6,215387.32
3,ADMINISTRACAO DIRETA,41066,MINISTERIO DA DEFESA,36,ESCOLA SUPERIOR DE GUERRA,120588,CAMPUS RIO DE JANEIRO,2016,3,219892.95
3,ADMINISTRACAO DIRETA,41066,MINISTERIO DA DEFESA,36,ESCOLA SUPERIOR DE GUERRA,120588,CAMPUS RIO DE JANEIRO,2016,2,219892.95
3,ADMINISTRACAO DIRETA,41066,MINISTERIO DA DEFESA,36,ESCOLA SUPERIOR DE GUERRA,120588,CAMPUS RIO DE JANEIRO,2016,10,235141.43
3,ADMINISTRACAO DIRETA,41066,MINISTERIO DA DEFESA,36,ESCOLA SUPERIOR DE GUERRA,120588,CAMPUS RIO DE JANEIRO,2016,5,219892.95
3,ADMINISTRACAO DIRETA,41066,MINISTERIO DA DEFESA,36,ESCOLA SUPERIOR DE GUERRA,120588,CAMPUS RIO DE JANEIRO,2016,8,227506.16
3,ADMINISTRACAO DIRETA,41066,MINISTERIO DA DEFESA,36,ESCOLA SUPERIOR DE GUERRA,120588,CAMPUS RIO DE JANEIRO,2016,12,226389.19
3,ADMINISTRACAO DIRETA,41066,MINISTERIO DA DEFESA,36,ESCOLA SUPERIOR DE GUERRA,120588,CAMPUS RIO DE JANEIRO,2017,5,239057.66
3,ADMINISTRACAO DIRETA,41066,MINISTERIO DA DEFESA,36,ESCOLA SUPERIOR DE GUERRA,120588,CAMPUS RIO DE JANEIRO,2017,1,239057.66
3,ADMINISTRACAO DIRETA,41066,MINISTERIO DA DEFESA,36,ESCOLA SUPERIOR DE GUERRA,120588,CAMPUS RIO DE JANEIRO,2017,3,239057.66
3,ADMINISTRACAO DIRETA,41066,MINISTERIO DA DEFESA,36,ESCOLA SUPERIOR DE GUERRA,120588,CAMPUS RIO DE JANEIRO,2017,2,239057.66
3,ADMINISTRACAO DIRETA,41066,MINISTERIO DA DEFESA,36,ESCOLA SUPERIOR DE GUERRA,120588,CAMPUS RIO DE JANEIRO,2017,12,239811.08
3,ADMINISTRACAO DIRETA,41066,MINISTERIO DA DEFESA,36,ESCOLA SUPERIOR DE GUERRA,120588,CAMPUS RIO DE JANEIRO,2017,4,239057.66
3,ADMINISTRACAO DIRETA,41066,MINISTERIO DA DEFESA,36,ESCOLA SUPERIOR DE GUERRA,120588,CAMPUS RIO DE JANEIRO,2017,6,239057.66
3,ADMINISTRACAO DIRETA,41066,MINISTERIO DA DEFESA,36,ESCOLA SUPERIOR DE GUERRA,120588,CAMPUS RIO DE JANEIRO,2017,7,239057.66
3,ADMINISTRACAO DIRETA,41066,MINISTERIO DA DEFESA,36,ESCOLA SUPERIOR DE GUERRA,120588,CAMPUS RIO DE JANEIRO,2017,11,239810.62
3,ADMINISTRACAO DIRETA,41066,MINISTERIO DA DEFESA,36,ESCOLA SUPERIOR DE GUERRA,120588,CAMPUS RIO DE JANEIRO,2017,8,239057.66
3,ADMINISTRACAO DIRETA,41066,MINISTERIO DA DEFESA,36,ESCOLA SUPERIOR DE GUERRA,120588,CAMPUS RIO DE JANEIRO,2017,10,241075.43
3,ADMINISTRACAO DIRETA,41066,MINISTERIO DA DEFESA,36,ESCOLA SUPERIOR DE GUERRA,120588,CAMPUS RIO DE JANEIRO,2017,9,244569.49
3,ADMINISTRACAO DIRETA,41066,MINISTERIO DA DEFESA,36,ESCOLA SUPERIOR DE GUERRA,120588,CAMPUS RIO DE JANEIRO,2018,7,242059.16
3,ADMINISTRACAO DIRETA,267175,"MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACOES",982,LABORATORIO NACIONAL DE COMPUTACAO CIENTIFICA,-9,NAO SE APLICA,2020,11,89327.11
3,ADMINISTRACAO DIRETA,267175,"MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACOES",982,LABORATORIO NACIONAL DE COMPUTACAO CIENTIFICA,-9,NAO SE APLICA,2020,6,89327.11
3,ADMINISTRACAO DIRETA,267175,"MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACOES",982,LABORATORIO NACIONAL DE COMPUTACAO CIENTIFICA,-9,NAO SE APLICA,2020,2,89327.11
3,ADMINISTRACAO DIRETA,267175,"MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACOES",982,LABORATORIO NACIONAL DE COMPUTACAO CIENTIFICA,-9,NAO SE APLICA,2020,10,89327.11
2,FUNDACAO PUBLICA,244,MINISTERIO DA EDUCACAO,970,FUNDACAO UNIVERSIDADE FEDERAL DE CIENCIAS DA SAUDE DE PORTO ALEGRE,-9,NAO SE APLICA,2020,8,1321480.96
2,FUNDACAO PUBLICA,244,MINISTERIO DA EDUCACAO,970,FUNDACAO UNIVERSIDADE FEDERAL DE CIENCIAS DA SAUDE DE PORTO ALEGRE,-9,NAO SE APLICA,2020,3,1277246.02
2,FUNDACAO PUBLICA,244,MINISTERIO DA EDUCACAO,970,FUNDACAO UNIVERSIDADE FEDERAL DE CIENCIAS DA SAUDE DE PORTO ALEGRE,-9,NAO SE APLICA,2020,7,1319254.59
4,AUTARQUIA,1988,"MINISTERIO DA CIENCIA, TECNOLOGIA, INOVACOES E COMUNICACOES",25064,AGENCIA NACIONAL DE TELECOMUNICACOES,122092,SUPERINTENDENCIA DA ADMINISTRACAO E FINANCAS,2019,6,192740.45
4,AUTARQUIA,1988,"MINISTERIO DA CIENCIA, TECNOLOGIA, INOVACOES E COMUNICACOES",25064,AGENCIA NACIONAL DE TELECOMUNICACOES,122092,SUPERINTENDENCIA DA ADMINISTRACAO E FINANCAS,2019,11,204762.2
4,AUTARQUIA,1988,"MINISTERIO DA CIENCIA, TECNOLOGIA, INOVACOES E COMUNICACOES",25064,AGENCIA NACIONAL DE TELECOMUNICACOES,122092,SUPERINTENDENCIA DA ADMINISTRACAO E FINANCAS,2019,7,212157.39
4,AUTARQUIA,1988,"MINISTERIO DA CIENCIA, TECNOLOGIA, INOVACOES E COMUNICACOES",25064,AGENCIA NACIONAL DE TELECOMUNICACOES,122092,SUPERINTENDENCIA DA ADMINISTRACAO E FINANCAS,2019,12,204762.2
4,AUTARQUIA,1988,"MINISTERIO DA CIENCIA, TECNOLOGIA, INOVACOES E COMUNICACOES",25064,AGENCIA NACIONAL DE TELECOMUNICACOES,122092,SUPERINTENDENCIA DA ADMINISTRACAO E FINANCAS,2019,5,192740.45
4,AUTARQUIA,1988,"MINISTERIO DA CIENCIA, TECNOLOGIA, INOVACOES E COMUNICACOES",25064,AGENCIA NACIONAL DE TELECOMUNICACOES,122092,SUPERINTENDENCIA DA ADMINISTRACAO E FINANCAS,2019,4,192740.45
4,AUTARQUIA,1988,"MINISTERIO DA CIENCIA, TECNOLOGIA, INOVACOES E COMUNICACOES",25064,AGENCIA NACIONAL DE TELECOMUNICACOES,122092,SUPERINTENDENCIA DA ADMINISTRACAO E FINANCAS,2019,3,192740.45
3,ADMINISTRACAO DIRETA,41066,MINISTERIO DA DEFESA,35,HOSPITAL DAS FORCAS ARMADAS,206348,COMANDO DE LOGISTICA,2016,10,4117.09
3,ADMINISTRACAO DIRETA,41066,MINISTERIO DA DEFESA,35,HOSPITAL DAS FORCAS ARMADAS,206348,COMANDO DE LOGISTICA,2016,11,4117.09
3,ADMINISTRACAO DIRETA,41066,MINISTERIO DA DEFESA,35,HOSPITAL DAS FORCAS ARMADAS,206348,COMANDO DE LOGISTICA,2016,8,4117.09
3,ADMINISTRACAO DIRETA,41066,MINISTERIO DA DEFESA,35,HOSPITAL DAS FORCAS ARMADAS,206348,COMANDO DE LOGISTICA,2016,9,4117.09
